sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.375	0.6130966973942146	0.9130548061333335	0.5
2	0.5	0.6882669271065801	0.9282679596000001	0.5
3	0.625	0.7153829296143899	0.9673311594444447	0.5
4	0.5	0.6594240692050455	0.9859161201333334	0.5
5	0.375	0.7593953511095681	1.077654001977778	0.5
6	0.5	0.6947415049647181	0.8466913924444447	0.5
7	0.375	0.5942569466269383	0.9020210142888885	0.5
8	0.375	0.635877622251545	0.8906761420666665	0.5
9	0.375	0.6359107807448285	0.9154646514	0.5
10	0.5	0.7786647350040009	1.023187365488889	0.5
