sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.3527777777777778	0.8088601870234332	0.13967180684577796	0.8
2	0.2972222222222222	0.7994854865482606	0.085646174141922	0.8
3	0.3527777777777778	0.7739764148914843	0.06709653687565528	0.8
4	0.3333333333333333	0.7466561669683707	0.07390285933690739	0.8
5	0.31666666666666665	0.7686377168417976	0.07546788702394315	0.8
6	0.31666666666666665	0.7519968193504492	0.07194993090142446	0.8
7	0.3388888888888889	0.8135647151286605	0.06686865236043094	0.8
8	0.2777777777777778	0.7205924722295568	0.0632543888997785	0.8
9	0.3638888888888889	0.789056720019937	0.10072276495157136	0.8
10	0.3111111111111111	0.7992128353756469	0.051968664099704714	0.8
